Product ID,Month,Search Interest,Units Sold
GROC001,2024-01,0,0
GROC001,2024-02,0,0
GROC001,2024-03,0,0
GROC001,2024-04,0,0
GROC001,2024-05,0,0
GROC001,2024-06,0,0
GROC001,2024-07,0,0
GROC001,2024-08,0,0
GROC001,2024-09,0,0
GROC001,2024-10,0,0
GROC001,2024-11,0,0
GROC001,2024-12,0,0
GROC002,2024-01,0,0
GROC002,2024-02,0,0
GROC002,2024-03,0,0
GROC002,2024-04,0,0
GROC002,2024-05,0,0
GROC002,2024-06,0,0
GROC002,2024-07,0,0
GROC002,2024-08,23,690
GROC002,2024-09,0,0
GROC002,2024-10,19,570
GROC002,2024-11,0,0
GROC002,2024-12,0,0
GROC003,2024-01,0,0
GROC003,2024-02,0,0
GROC003,2024-03,0,0
GROC003,2024-04,0,0
GROC003,2024-05,0,0
GROC003,2024-06,0,0
GROC003,2024-07,0,0
GROC003,2024-08,0,0
GROC003,2024-09,0,0
GROC003,2024-10,0,0
GROC003,2024-11,0,0
GROC003,2024-12,0,0
GROC004,2024-01,0,0
GROC004,2024-02,0,0
GROC004,2024-03,0,0
GROC004,2024-04,0,0
GROC004,2024-05,0,0
GROC004,2024-06,0,0
GROC004,2024-07,20,600
GROC004,2024-08,0,0
GROC004,2024-09,0,0
GROC004,2024-10,0,0
GROC004,2024-11,0,0
GROC004,2024-12,0,0
GROC005,2024-01,0,0
GROC005,2024-02,0,0
GROC005,2024-03,0,0
GROC005,2024-04,0,0
GROC005,2024-05,0,0
GROC005,2024-06,0,0
GROC005,2024-07,0,0
GROC005,2024-08,0,0
GROC005,2024-09,0,0
GROC005,2024-10,0,0
GROC005,2024-11,0,0
GROC005,2024-12,0,0
GROC006,2024-01,0,0
GROC006,2024-02,0,0
GROC006,2024-03,0,0
GROC006,2024-04,0,0
GROC006,2024-05,0,0
GROC006,2024-06,0,0
GROC006,2024-07,0,0
GROC006,2024-08,0,0
GROC006,2024-09,0,0
GROC006,2024-10,0,0
GROC006,2024-11,0,0
GROC006,2024-12,0,0
GROC007,2024-01,0,0
GROC007,2024-02,0,0
GROC007,2024-03,0,0
GROC007,2024-04,0,0
GROC007,2024-05,0,0
GROC007,2024-06,0,0
GROC007,2024-07,0,0
GROC007,2024-08,0,0
GROC007,2024-09,0,0
GROC007,2024-10,0,0
GROC007,2024-11,0,0
GROC007,2024-12,0,0
GROC008,2024-01,0,0
GROC008,2024-02,0,0
GROC008,2024-03,0,0
GROC008,2024-04,0,0
GROC008,2024-05,0,0
GROC008,2024-06,0,0
GROC008,2024-07,0,0
GROC008,2024-08,0,0
GROC008,2024-09,0,0
GROC008,2024-10,0,0
GROC008,2024-11,0,0
GROC008,2024-12,0,0
GROC009,2024-01,0,0
GROC009,2024-02,0,0
GROC009,2024-03,0,0
GROC009,2024-04,0,0
GROC009,2024-05,0,0
GROC009,2024-06,0,0
GROC009,2024-07,0,0
GROC009,2024-08,0,0
GROC009,2024-09,0,0
GROC009,2024-10,0,0
GROC009,2024-11,0,0
GROC009,2024-12,0,0
GROC010,2024-01,0,0
GROC010,2024-02,0,0
GROC010,2024-03,0,0
GROC010,2024-04,0,0
GROC010,2024-05,0,0
GROC010,2024-06,0,0
GROC010,2024-07,0,0
GROC010,2024-08,0,0
GROC010,2024-09,0,0
GROC010,2024-10,0,0
GROC010,2024-11,0,0
GROC010,2024-12,0,0
GROC011,2024-01,0,0
GROC011,2024-02,0,0
GROC011,2024-03,21,630
GROC011,2024-04,0,0
GROC011,2024-05,0,0
GROC011,2024-06,15,450
GROC011,2024-07,0,0
GROC011,2024-08,18,540
GROC011,2024-09,0,0
GROC011,2024-10,12,360
GROC011,2024-11,0,0
GROC011,2024-12,25,750
GROC012,2024-01,0,0
GROC012,2024-02,0,0
GROC012,2024-03,0,0
GROC012,2024-04,0,0
GROC012,2024-05,0,0
GROC012,2024-06,14,420
GROC012,2024-07,11,330
GROC012,2024-08,0,0
GROC012,2024-09,0,0
GROC012,2024-10,30,900
GROC012,2024-11,0,0
GROC012,2024-12,0,0
GROC013,2024-01,0,0
GROC013,2024-02,0,0
GROC013,2024-03,0,0
GROC013,2024-04,0,0
GROC013,2024-05,0,0
GROC013,2024-06,0,0
GROC013,2024-07,0,0
GROC013,2024-08,0,0
GROC013,2024-09,0,0
GROC013,2024-10,0,0
GROC013,2024-11,0,0
GROC013,2024-12,0,0
GROC014,2024-01,0,0
GROC014,2024-02,0,0
GROC014,2024-03,0,0
GROC014,2024-04,0,0
GROC014,2024-05,0,0
GROC014,2024-06,0,0
GROC014,2024-07,0,0
GROC014,2024-08,0,0
GROC014,2024-09,18,540
GROC014,2024-10,0,0
GROC014,2024-11,0,0
GROC014,2024-12,0,0
GROC015,2024-01,0,0
GROC015,2024-02,0,0
GROC015,2024-03,0,0
GROC015,2024-04,0,0
GROC015,2024-05,0,0
GROC015,2024-06,0,0
GROC015,2024-07,0,0
GROC015,2024-08,0,0
GROC015,2024-09,0,0
GROC015,2024-10,0,0
GROC015,2024-11,0,0
GROC015,2024-12,0,0
GROC016,2024-01,0,0
GROC016,2024-02,0,0
GROC016,2024-03,0,0
GROC016,2024-04,0,0
GROC016,2024-05,0,0
GROC016,2024-06,0,0
GROC016,2024-07,0,0
GROC016,2024-08,0,0
GROC016,2024-09,0,0
GROC016,2024-10,0,0
GROC016,2024-11,0,0
GROC016,2024-12,0,0
GROC017,2024-01,0,0
GROC017,2024-02,0,0
GROC017,2024-03,0,0
GROC017,2024-04,0,0
GROC017,2024-05,0,0
GROC017,2024-06,0,0
GROC017,2024-07,0,0
GROC017,2024-08,0,0
GROC017,2024-09,0,0
GROC017,2024-10,0,0
GROC017,2024-11,0,0
GROC017,2024-12,0,0
GROC018,2024-01,0,0
GROC018,2024-02,0,0
GROC018,2024-03,0,0
GROC018,2024-04,0,0
GROC018,2024-05,0,0
GROC018,2024-06,0,0
GROC018,2024-07,0,0
GROC018,2024-08,0,0
GROC018,2024-09,0,0
GROC018,2024-10,0,0
GROC018,2024-11,25,750
GROC018,2024-12,0,0
GROC019,2024-01,0,0
GROC019,2024-02,0,0
GROC019,2024-03,0,0
GROC019,2024-04,0,0
GROC019,2024-05,0,0
GROC019,2024-06,0,0
GROC019,2024-07,0,0
GROC019,2024-08,0,0
GROC019,2024-09,0,0
GROC019,2024-10,0,0
GROC019,2024-11,0,0
GROC019,2024-12,0,0
GROC020,2024-01,0,0
GROC020,2024-02,0,0
GROC020,2024-03,0,0
GROC020,2024-04,0,0
GROC020,2024-05,0,0
GROC020,2024-06,0,0
GROC020,2024-07,0,0
GROC020,2024-08,0,0
GROC020,2024-09,0,0
GROC020,2024-10,0,0
GROC020,2024-11,0,0
GROC020,2024-12,0,0
GROC021,2024-01,0,0
GROC021,2024-02,0,0
GROC021,2024-03,0,0
GROC021,2024-04,0,0
GROC021,2024-05,0,0
GROC021,2024-06,0,0
GROC021,2024-07,0,0
GROC021,2024-08,0,0
GROC021,2024-09,0,0
GROC021,2024-10,0,0
GROC021,2024-11,0,0
GROC021,2024-12,0,0
GROC022,2024-01,0,0
GROC022,2024-02,0,0
GROC022,2024-03,0,0
GROC022,2024-04,0,0
GROC022,2024-05,0,0
GROC022,2024-06,0,0
GROC022,2024-07,0,0
GROC022,2024-08,0,0
GROC022,2024-09,0,0
GROC022,2024-10,0,0
GROC022,2024-11,0,0
GROC022,2024-12,0,0
GROC023,2024-01,0,0
GROC023,2024-02,0,0
GROC023,2024-03,0,0
GROC023,2024-04,0,0
GROC023,2024-05,0,0
GROC023,2024-06,0,0
GROC023,2024-07,0,0
GROC023,2024-08,0,0
GROC023,2024-09,0,0
GROC023,2024-10,0,0
GROC023,2024-11,0,0
GROC023,2024-12,0,0
GROC024,2024-01,0,0
GROC024,2024-02,0,0
GROC024,2024-03,0,0
GROC024,2024-04,0,0
GROC024,2024-05,0,0
GROC024,2024-06,0,0
GROC024,2024-07,0,0
GROC024,2024-08,0,0
GROC024,2024-09,0,0
GROC024,2024-10,0,0
GROC024,2024-11,0,0
GROC024,2024-12,0,0
GROC025,2024-01,0,0
GROC025,2024-02,0,0
GROC025,2024-03,0,0
GROC025,2024-04,0,0
GROC025,2024-05,0,0
GROC025,2024-06,0,0
GROC025,2024-07,0,0
GROC025,2024-08,0,0
GROC025,2024-09,0,0
GROC025,2024-10,0,0
GROC025,2024-11,0,0
GROC025,2024-12,0,0
GROC026,2024-01,0,0
GROC026,2024-02,15,450
GROC026,2024-03,18,540
GROC026,2024-04,18,540
GROC026,2024-05,14,420
GROC026,2024-06,15,450
GROC026,2024-07,24,720
GROC026,2024-08,68,2040
GROC026,2024-09,41,1230
GROC026,2024-10,30,900
GROC026,2024-11,14,420
GROC026,2024-12,33,990
GROC027,2024-01,0,0
GROC027,2024-02,0,0
GROC027,2024-03,0,0
GROC027,2024-04,0,0
GROC027,2024-05,0,0
GROC027,2024-06,0,0
GROC027,2024-07,0,0
GROC027,2024-08,0,0
GROC027,2024-09,0,0
GROC027,2024-10,0,0
GROC027,2024-11,0,0
GROC027,2024-12,0,0
GROC028,2024-01,0,0
GROC028,2024-02,0,0
GROC028,2024-03,0,0
GROC028,2024-04,0,0
GROC028,2024-05,0,0
GROC028,2024-06,0,0
GROC028,2024-07,0,0
GROC028,2024-08,0,0
GROC028,2024-09,0,0
GROC028,2024-10,0,0
GROC028,2024-11,0,0
GROC028,2024-12,0,0
GROC029,2024-01,0,0
GROC029,2024-02,0,0
GROC029,2024-03,0,0
GROC029,2024-04,0,0
GROC029,2024-05,0,0
GROC029,2024-06,0,0
GROC029,2024-07,0,0
GROC029,2024-08,0,0
GROC029,2024-09,0,0
GROC029,2024-10,0,0
GROC029,2024-11,0,0
GROC029,2024-12,0,0
GROC030,2024-01,0,0
GROC030,2024-02,0,0
GROC030,2024-03,0,0
GROC030,2024-04,0,0
GROC030,2024-05,0,0
GROC030,2024-06,0,0
GROC030,2024-07,0,0
GROC030,2024-08,0,0
GROC030,2024-09,0,0
GROC030,2024-10,0,0
GROC030,2024-11,0,0
GROC030,2024-12,0,0
GROC031,2024-01,0,0
GROC031,2024-02,0,0
GROC031,2024-03,0,0
GROC031,2024-04,0,0
GROC031,2024-05,0,0
GROC031,2024-06,0,0
GROC031,2024-07,0,0
GROC031,2024-08,0,0
GROC031,2024-09,0,0
GROC031,2024-10,0,0
GROC031,2024-11,0,0
GROC031,2024-12,0,0
GROC032,2024-01,0,0
GROC032,2024-02,0,0
GROC032,2024-03,0,0
GROC032,2024-04,0,0
GROC032,2024-05,0,0
GROC032,2024-06,0,0
GROC032,2024-07,0,0
GROC032,2024-08,0,0
GROC032,2024-09,0,0
GROC032,2024-10,0,0
GROC032,2024-11,0,0
GROC032,2024-12,0,0
GROC033,2024-01,0,0
GROC033,2024-02,0,0
GROC033,2024-03,0,0
GROC033,2024-04,0,0
GROC033,2024-05,0,0
GROC033,2024-06,0,0
GROC033,2024-07,0,0
GROC033,2024-08,0,0
GROC033,2024-09,0,0
GROC033,2024-10,0,0
GROC033,2024-11,0,0
GROC033,2024-12,0,0
GROC034,2024-01,0,0
GROC034,2024-02,0,0
GROC034,2024-03,0,0
GROC034,2024-04,0,0
GROC034,2024-05,0,0
GROC034,2024-06,0,0
GROC034,2024-07,0,0
GROC034,2024-08,0,0
GROC034,2024-09,0,0
GROC034,2024-10,0,0
GROC034,2024-11,0,0
GROC034,2024-12,0,0
GROC035,2024-01,0,0
GROC035,2024-02,0,0
GROC035,2024-03,0,0
GROC035,2024-04,0,0
GROC035,2024-05,0,0
GROC035,2024-06,0,0
GROC035,2024-07,0,0
GROC035,2024-08,0,0
GROC035,2024-09,0,0
GROC035,2024-10,0,0
GROC035,2024-11,0,0
GROC035,2024-12,0,0
GROC036,2024-01,0,0
GROC036,2024-02,0,0
GROC036,2024-03,0,0
GROC036,2024-04,0,0
GROC036,2024-05,0,0
GROC036,2024-06,0,0
GROC036,2024-07,0,0
GROC036,2024-08,0,0
GROC036,2024-09,0,0
GROC036,2024-10,0,0
GROC036,2024-11,0,0
GROC036,2024-12,0,0
GROC037,2024-01,0,0
GROC037,2024-02,0,0
GROC037,2024-03,0,0
GROC037,2024-04,0,0
GROC037,2024-05,0,0
GROC037,2024-06,0,0
GROC037,2024-07,0,0
GROC037,2024-08,0,0
GROC037,2024-09,0,0
GROC037,2024-10,0,0
GROC037,2024-11,0,0
GROC037,2024-12,0,0
GROC038,2024-01,0,0
GROC038,2024-02,0,0
GROC038,2024-03,0,0
GROC038,2024-04,0,0
GROC038,2024-05,0,0
GROC038,2024-06,0,0
GROC038,2024-07,0,0
GROC038,2024-08,0,0
GROC038,2024-09,0,0
GROC038,2024-10,0,0
GROC038,2024-11,0,0
GROC038,2024-12,0,0
GROC039,2024-01,0,0
GROC039,2024-02,0,0
GROC039,2024-03,0,0
GROC039,2024-04,0,0
GROC039,2024-05,0,0
GROC039,2024-06,0,0
GROC039,2024-07,0,0
GROC039,2024-08,0,0
GROC039,2024-09,0,0
GROC039,2024-10,0,0
GROC039,2024-11,0,0
GROC039,2024-12,0,0
GROC040,2024-01,0,0
GROC040,2024-02,0,0
GROC040,2024-03,0,0
GROC040,2024-04,0,0
GROC040,2024-05,0,0
GROC040,2024-06,0,0
GROC040,2024-07,0,0
GROC040,2024-08,0,0
GROC040,2024-09,0,0
GROC040,2024-10,0,0
GROC040,2024-11,0,0
GROC040,2024-12,0,0
GROC041,2024-01,0,0
GROC041,2024-02,0,0
GROC041,2024-03,0,0
GROC041,2024-04,0,0
GROC041,2024-05,0,0
GROC041,2024-06,0,0
GROC041,2024-07,0,0
GROC041,2024-08,0,0
GROC041,2024-09,0,0
GROC041,2024-10,0,0
GROC041,2024-11,0,0
GROC041,2024-12,0,0
GROC042,2024-01,0,0
GROC042,2024-02,0,0
GROC042,2024-03,0,0
GROC042,2024-04,0,0
GROC042,2024-05,0,0
GROC042,2024-06,0,0
GROC042,2024-07,0,0
GROC042,2024-08,0,0
GROC042,2024-09,0,0
GROC042,2024-10,0,0
GROC042,2024-11,0,0
GROC042,2024-12,0,0
GROC043,2024-01,0,0
GROC043,2024-02,0,0
GROC043,2024-03,0,0
GROC043,2024-04,0,0
GROC043,2024-05,0,0
GROC043,2024-06,0,0
GROC043,2024-07,0,0
GROC043,2024-08,17,510
GROC043,2024-09,0,0
GROC043,2024-10,0,0
GROC043,2024-11,0,0
GROC043,2024-12,0,0
GROC044,2024-01,0,0
GROC044,2024-02,0,0
GROC044,2024-03,0,0
GROC044,2024-04,0,0
GROC044,2024-05,0,0
GROC044,2024-06,0,0
GROC044,2024-07,0,0
GROC044,2024-08,0,0
GROC044,2024-09,0,0
GROC044,2024-10,0,0
GROC044,2024-11,0,0
GROC044,2024-12,25,750
GROC045,2024-01,0,0
GROC045,2024-02,0,0
GROC045,2024-03,0,0
GROC045,2024-04,0,0
GROC045,2024-05,0,0
GROC045,2024-06,23,690
GROC045,2024-07,0,0
GROC045,2024-08,0,0
GROC045,2024-09,0,0
GROC045,2024-10,0,0
GROC045,2024-11,0,0
GROC045,2024-12,0,0
GROC046,2024-01,0,0
GROC046,2024-02,0,0
GROC046,2024-03,0,0
GROC046,2024-04,0,0
GROC046,2024-05,0,0
GROC046,2024-06,0,0
GROC046,2024-07,0,0
GROC046,2024-08,0,0
GROC046,2024-09,0,0
GROC046,2024-10,0,0
GROC046,2024-11,0,0
GROC046,2024-12,0,0
GROC047,2024-01,0,0
GROC047,2024-02,0,0
GROC047,2024-03,0,0
GROC047,2024-04,0,0
GROC047,2024-05,0,0
GROC047,2024-06,0,0
GROC047,2024-07,0,0
GROC047,2024-08,0,0
GROC047,2024-09,0,0
GROC047,2024-10,0,0
GROC047,2024-11,0,0
GROC047,2024-12,0,0
GROC048,2024-01,0,0
GROC048,2024-02,0,0
GROC048,2024-03,0,0
GROC048,2024-04,0,0
GROC048,2024-05,0,0
GROC048,2024-06,0,0
GROC048,2024-07,0,0
GROC048,2024-08,0,0
GROC048,2024-09,18,540
GROC048,2024-10,0,0
GROC048,2024-11,0,0
GROC048,2024-12,0,0
GROC049,2024-01,0,0
GROC049,2024-02,0,0
GROC049,2024-03,0,0
GROC049,2024-04,0,0
GROC049,2024-05,0,0
GROC049,2024-06,0,0
GROC049,2024-07,0,0
GROC049,2024-08,0,0
GROC049,2024-09,0,0
GROC049,2024-10,0,0
GROC049,2024-11,0,0
GROC049,2024-12,0,0
GROC050,2024-01,0,0
GROC050,2024-02,0,0
GROC050,2024-03,0,0
GROC050,2024-04,0,0
GROC050,2024-05,0,0
GROC050,2024-06,0,0
GROC050,2024-07,0,0
GROC050,2024-08,0,0
GROC050,2024-09,0,0
GROC050,2024-10,0,0
GROC050,2024-11,0,0
GROC050,2024-12,0,0
